customer_id,borrower_age,employment_type,employment_tenure_years,residence_years,marital_status,dependents_count,monthly_gross_income,net_disposable_income,income_variability_flag,existing_emi_obligation,debt_to_income_ratio,avg_savings_balance,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_type,loan_vintage_months,current_dpd,past_delinquency_count,max_dpd_12m,on_time_payment_ratio,missed_payment_count,partial_payment_flag,auto_debit_bounce_count,days_since_last_payment,rolling_dpd_trend,payment_volatility_score,emi_stress_ratio,delinquency_acceleration,payment_regularity_score,bounce_frequency_ratio,recovery_lag_days,outstanding_balance_ratio,utilization_shock_flag,repayment_fatigue_index,exposure_concentration_score,behavioral_risk_score
QE68049270,53,Salaried,13.4,4.2,Single,1,50277.41,34774.09,0,53162.41,1.057,95312.95,525817.97,48,15.5,14767.52,Auto_Loan,37,0,0,60,0.92,0,0,1,41,0,0.16,0.425,-15,0,1,0,0.619,0,0,0.598,0.418
WK76911985,26,Self_Employed,12.2,3.1,Single,0,186247.42,105118.76,1,33252.28,0.179,487841.24,84180.18,12,18.15,7723.65,Personal_Loan,27,0,2,30,0.76,0,0,0,6,0,0.502,0.073,-30,0.8,0,0,0.412,0,0,0.078,0.147
SL19242647,40,Self_Employed,15.6,17.7,Married,0,153024.47,104370.15,1,8300.67,0.054,364200.26,338508,12,13.57,30325.21,Credit_Card,25,0,2,30,0.95,0,0,0,45,0,0.184,0.291,-15,0,0,0,0.844,0,0,0.202,0.133
SN30667237,57,Salaried,14.6,22.4,Married,2,144417.53,97068.24,0,22338.31,0.155,89159.76,227952.21,60,18.34,5830.73,Credit_Card,63,0,1,90,1,0,0,0,31,0,0.458,0.06,0,0,0,0,0.805,0,0,0.201,0.132
ZV09030524,29,Salaried,13.3,12.5,Married,0,172230.61,101014.31,0,51909.53,0.301,374385.93,573638.96,36,23.84,22457.33,Personal_Loan,14,0,0,30,0.74,0,0,0,8,0,0.504,0.222,-30,0.73,0,0,0.759,0,0,0.801,0.193
LC00432289,30,Salaried,16.7,5.8,Single,2,136545.09,83843.2,0,4057,0.03,403045.03,706961,48,20.74,21792.79,Auto_Loan,37,0,2,0,0.72,2,0,1,72,0,0.13,0.26,-15,0,0.333,0,0.486,0,0.053,0.488,0.194
VC07020753,64,Salaried,11.8,16.9,Married,0,147155.06,88141.22,0,20932.28,0.142,144593.33,350804.41,12,19.15,32354.05,Auto_Loan,18,0,1,60,0.98,0,0,0,28,0,0.147,0.367,-15,0.07,0,0,0.828,0,0,0.529,0.147
ED40086396,40,Salaried,19.3,10.1,Single,2,106248.65,67122.24,0,38780.53,0.365,418273.41,910522.32,48,21.18,28283.18,Credit_Card,51,60,0,60,0.92,1,0,0,23,20,0.335,0.421,30,0.23,0,38,0.933,1,0.019,0.515,0.343
RZ64709323,25,Self_Employed,12.4,16.6,Married,2,76697.1,36085.64,1,34796.07,0.454,31673.08,970865.25,36,14.78,33550.86,Credit_Card,66,0,1,0,0.76,0,1,1,2,0,0.474,0.93,0,0.93,1,0,0.361,0,0,0.815,0.648
KG73447904,24,Salaried,13.3,18,Single,2,160527.63,98484.27,0,42274.93,0.263,343487.5,580337.41,48,19.87,17619.71,Personal_Loan,45,0,1,30,0.87,0,0,1,53,0,0.135,0.179,0,0,1,0,0.395,0,0,0.334,0.337
MJ04389943,54,Self_Employed,0.8,13.7,Married,2,116114.15,72309.13,1,31750.93,0.273,174742.55,383762.16,48,24.23,12560.2,Credit_Card,8,0,2,30,0.96,0,0,0,45,0,0.222,0.174,-15,0,0,0,0.845,0,0,0.784,0.108
GX82928989,34,Self_Employed,4.8,10.7,Married,4,28512.51,16896.06,1,56443.08,1.98,382431.01,635248.65,60,10.95,13796.01,Credit_Card,35,0,3,30,0.73,1,0,0,42,0,0.285,0.817,0,0,0,0,0.37,0,0.028,0.662,0.316
UE99464857,54,Gig,5.3,4.2,Single,3,166546.65,95342.17,1,3954.65,0.024,116322.32,253977.13,24,19.06,12810.04,Personal_Loan,6,30,2,30,0.72,0,0,0,8,10,0.404,0.134,30,0.73,0,22,0.977,1,0,0.317,0.208
YE95301507,34,Self_Employed,19.4,7.8,Married,2,35717.99,20481.77,1,51025.55,1.429,89468.03,759465.95,12,24.13,71862.58,Auto_Loan,62,60,0,60,0.73,0,0,0,31,20,0.23,3.509,60,0,0,45,0.326,0,0,0.4,1.244
MB05382308,58,Salaried,5.9,7.1,Married,4,109752.33,59736.79,0,38926.89,0.355,362011.38,954015.74,48,20.11,29086.99,Auto_Loan,11,30,0,30,0.99,2,0,0,29,10,0.096,0.487,15,0.03,0,55,0.206,0,0.167,0.393,0.237
TS70804547,33,Salaried,9.4,8.4,Single,4,73670.37,34626.46,0,25704.41,0.349,356287.37,556403.3,48,24.54,18306.27,Credit_Card,19,30,2,30,0.84,1,0,0,13,10,0.417,0.529,15,0.57,0,46,0.88,1,0.05,0.274,0.33
FE48617544,40,Salaried,11,10.9,Married,0,28845.05,16451.88,0,7830.91,0.271,317352.99,359976.64,60,16.13,8778.82,Auto_Loan,39,0,2,0,0.81,1,0,0,60,0,0.337,0.534,0,0,0,0,0.417,0,0.025,0.251,0.244
SV33240846,37,Salaried,17.6,7,Single,4,140466.86,72903.94,0,58433.45,0.416,53610.57,930285.66,48,10.42,23782.53,Auto_Loan,39,0,0,0,0.75,1,0,0,48,0,0.499,0.326,0,0,0,0,0.51,0,0.025,0.404,0.223
OF92550101,30,Self_Employed,9.4,14.8,Married,1,160176.9,103770.95,1,14191.57,0.089,122266.25,953846.51,60,21.83,26252.09,Credit_Card,11,0,0,0,0.86,1,1,0,32,0,0.154,0.253,-30,0,0,0,0.718,0,0.083,0.477,0.114
XG55865743,55,Salaried,15.5,15.5,Married,1,46283.63,28725.09,0,30857.94,0.667,32546.08,625701.24,48,19.75,18957.07,Credit_Card,22,0,0,0,0.72,0,0,0,68,0,0.476,0.66,-30,0,0,0,0.835,0,0,0.505,0.317
JC15043440,34,Salaried,14,11.5,Single,0,123716.76,78083.61,0,42782.67,0.346,81234.36,694296.36,24,11.61,32556.63,Personal_Loan,47,0,1,60,0.71,0,0,1,73,0,0.073,0.417,-30,0,1,0,0.62,0,0,0.43,0.393
HL44947642,39,Salaried,1.8,4.1,Single,1,187931.51,110417.86,0,14225.18,0.076,345058.48,547523.75,24,19.55,27746.44,Auto_Loan,53,0,0,60,0.73,1,0,0,48,0,0.257,0.251,-30,0,0,0,0.946,1,0.019,0.322,0.14
AL59562440,48,Salaried,6.7,13.8,Married,1,79238.03,39000.22,0,5446.74,0.069,319714.34,610788.62,48,20.78,18841.29,Personal_Loan,64,0,0,0,0.99,3,0,0,14,0,0.515,0.483,-30,0.53,0,0,0.824,0,0.046,0.338,0.274
TD55910598,54,Gig,16.1,23.6,Single,2,72245.04,44203.05,1,41662.64,0.577,378531.87,155475.35,24,19.25,7856.19,Auto_Loan,22,0,1,60,0.99,0,1,0,30,0,0.448,0.178,-15,0,0,0,0.472,0,0,0.343,0.165
TM30523852,26,Salaried,7.9,2.1,Single,4,129639.3,70679.45,0,31707.57,0.245,360423.44,205354.82,36,20.59,7693.59,Personal_Loan,28,0,0,0,0.76,0,0,0,25,0,0.057,0.109,-15,0.17,0,0,0.789,0,0,0.183,0.047
IV28202977,45,Salaried,19.2,18.9,Married,2,137549.6,85215.11,0,53788.75,0.391,30718.67,827755.61,36,18.2,30008.46,Credit_Card,54,0,1,60,0.89,0,0,1,22,0,0.258,0.352,0,0.27,1,0,0.737,0,0,0.591,0.42
XX99977727,37,Salaried,4.4,12.8,Single,2,108413.62,65415.23,0,18129.35,0.167,148754.75,783954.96,48,10.08,19913.26,Personal_Loan,33,0,1,30,0.74,3,0,0,32,0,0.317,0.304,0,0,0,0,0.884,1,0.088,0.414,0.17
QX81866887,26,Salaried,4.3,0.9,Married,4,75388.75,41750.45,0,8385.59,0.111,80695.45,259130.72,24,14.24,12471.01,Credit_Card,60,15,1,15,0.76,3,0,2,23,5,0.089,0.299,0,0.23,0.5,33,0.888,1,0.049,0.308,0.27
DW44678810,55,Self_Employed,16.6,7.5,Single,2,157458.18,105997.07,1,6259.75,0.04,435006.69,498247.53,48,20.89,15399.12,Personal_Loan,27,0,0,0,0.68,1,1,0,44,0,0.44,0.145,-30,0,0,0,0.971,1,0.036,0.304,0.154
SJ83615724,60,Self_Employed,6.3,19.9,Married,2,132851.01,89939.57,1,27506.43,0.207,448085.03,410514.31,24,23.61,21624.52,Personal_Loan,71,0,2,0,0.82,1,0,0,45,0,0.471,0.24,-30,0,0,0,0.409,0,0.014,0.287,0.19
RR52476729,35,Salaried,8.9,19.3,Single,4,106785.22,57379.31,0,47108.96,0.441,108642.17,979619.96,48,13.18,26368.35,Personal_Loan,27,15,0,60,0.95,2,0,0,44,5,0.101,0.46,0,0,0,31,0.582,0,0.071,0.57,0.197
EH44669366,31,Gig,10.9,23.5,Married,2,153713,86206.07,1,23974.31,0.156,346870.32,630742.3,12,15.18,56983.32,Auto_Loan,66,0,3,30,0.79,1,0,0,73,0,0.172,0.661,-30,0,0,0,0.282,0,0.015,0.297,0.241
GK72567235,57,Salaried,2.4,8.6,Married,0,108268.25,50763.85,0,49872.74,0.461,206863.75,559660.06,24,17.47,27797.42,Credit_Card,30,0,0,0,0.95,1,0,1,45,0,0.057,0.548,0,0,0.5,0,0.779,0,0.032,0.491,0.304
KZ10536351,56,Gig,7.3,20.8,Married,2,43742.14,26748.28,1,49594.86,1.134,470402.58,441360.86,36,15.12,15325.87,Auto_Loan,3,0,0,30,0.66,1,0,0,15,0,0.069,0.573,-15,0.5,0,0,0.865,1,0.25,0.234,0.189
KU69383570,35,Salaried,15.8,11.9,Married,1,114823.06,74668.08,0,17723.69,0.154,45681.19,327910.61,24,24.75,17459.98,Personal_Loan,25,60,2,60,0.93,1,0,0,71,20,0.225,0.234,45,0,0,31,0.543,0,0.038,0.307,0.26
EJ88329506,48,Gig,0.8,5.5,Single,0,166458.32,104224.03,1,38564.22,0.232,343137.79,177420.71,48,13.09,4767.68,Personal_Loan,64,0,0,30,0.67,0,0,0,18,0,0.487,0.046,-15,0.4,0,0,0.963,1,0,0.196,0.136
OV84563416,33,Gig,0.9,21.5,Single,4,154279.9,91991.97,1,50955.41,0.33,122361.3,407677.9,24,21,20948.79,Credit_Card,65,60,1,90,0.77,0,0,0,9,20,0.116,0.228,30,0.7,0,57,0.56,0,0,0.287,0.231
EM73068379,62,Salaried,12.6,19.8,Single,4,138577.69,66732.76,0,15510.12,0.112,467823.32,989021.12,24,22.44,51523.74,Credit_Card,68,0,0,90,0.75,0,0,0,20,0,0.177,0.772,0,0.33,0,0,0.953,1,0,0.43,0.276
DR71165973,54,Gig,14.4,7.9,Married,2,175804.82,103506.99,1,4015.54,0.023,368080.67,339739.57,48,10.77,8742.85,Personal_Loan,16,0,1,30,0.88,2,0,0,53,0,0.4,0.084,-30,0,0,0,0.643,0,0.118,0.638,0.125
VJ99160296,45,Salaried,18.8,9.3,Single,0,157581.84,75277.9,0,57900.63,0.367,204480.41,339020.39,36,24.3,13354.2,Personal_Loan,65,0,0,0,0.65,0,0,0,74,0,0.416,0.177,0,0,0,0,0.605,0,0,0.58,0.157
SL45895833,49,Gig,15.6,16.5,Single,3,33483.54,21589.88,1,46719.07,1.395,271141.14,379261.01,24,17.1,18769.75,Personal_Loan,71,0,0,60,0.72,1,0,0,58,0,0.152,0.869,-30,0,0,0,0.296,0,0.014,0.517,0.299
AG09250219,46,Salaried,4,7.5,Single,2,189938.09,109931.29,0,59295.56,0.312,299729.27,675701.67,12,18.01,61951.54,Credit_Card,34,0,0,90,0.73,0,0,2,46,0,0.426,0.564,-30,0,2,0,0.817,0,0,0.678,0.776
VL65323020,64,Self_Employed,5,4.3,Single,3,77062.38,38498.05,1,46772.82,0.607,226146.14,731323.28,12,21,68096.27,Personal_Loan,47,0,1,60,0.97,1,0,0,50,0,0.152,1.769,-15,0,0,0,0.779,0,0.021,0.338,0.569
RD66844928,44,Gig,16.1,8.5,Married,3,100321.38,66360.59,1,33785.07,0.337,326841.7,317443.02,12,11.1,28070.95,Personal_Loan,6,0,0,0,0.69,1,0,1,66,0,0.226,0.423,0,0,0.5,0,0.528,0,0.143,0.317,0.308
NX67838651,47,Self_Employed,1.8,11.9,Married,3,50068.43,23265.04,1,50248.57,1.004,178434.29,283596.59,12,20.1,26284.4,Credit_Card,24,15,0,60,0.93,0,0,2,0,5,0.39,1.13,15,1,2,29,0.89,1,0,0.22,0.97
KW93141520,26,Salaried,7,7.2,Single,4,178882.1,111632.81,0,54383.48,0.304,34225.1,109561.24,48,24.16,3581.6,Credit_Card,21,0,2,30,0.85,1,0,0,34,0,0.433,0.032,0,0,0,0,0.454,0,0.045,0.234,0.118
CU71397597,61,Salaried,0.9,9.9,Single,1,175374.39,88781.89,0,41243.12,0.235,31631.71,526268.33,36,25.45,21049.79,Personal_Loan,14,0,0,0,0.86,1,0,0,74,0,0.537,0.237,-30,0,0,0,0.457,0,0.067,0.337,0.205
XL90566562,23,Gig,7.4,19.1,Married,4,162516.61,106185.65,1,52477.34,0.323,101699.76,349398.29,48,23.5,11294.66,Credit_Card,31,90,2,90,0.96,1,0,0,38,30,0.363,0.106,90,0,0,56,0.471,0,0.031,0.248,0.323
OK60896977,60,Gig,16.6,18.7,Single,1,111108.35,69882.42,1,40587.76,0.365,366680.52,526425.55,48,15.41,14760.46,Credit_Card,24,0,0,60,0.99,0,0,0,36,0,0.482,0.211,-15,0,0,0,0.214,0,0,0.43,0.184
YQ67853343,46,Salaried,6.7,6.6,Single,2,193944.53,87593.42,0,16160.11,0.083,259595.76,787731.97,60,21.55,21555.23,Personal_Loan,33,30,1,90,0.91,2,1,0,70,10,0.52,0.246,0,0,0,45,0.64,0,0.059,0.411,0.27
TO17323442,34,Salaried,18.4,16.9,Married,3,173363.85,89309.52,0,31749.07,0.183,179530.82,331677.94,24,23.38,17433.71,Personal_Loan,5,0,0,30,0.71,0,0,1,4,0,0.084,0.195,0,0.87,1,0,0.972,1,0,0.326,0.33
LG99365929,56,Salaried,7.3,15.9,Single,0,184245.33,112599.94,0,41644.69,0.226,126908.94,983252.33,36,21.28,37185.6,Personal_Loan,45,0,3,90,0.85,1,0,0,28,0,0.142,0.33,-30,0.07,0,0,0.554,0,0.022,0.877,0.134
LG63949149,48,Self_Employed,9,24.7,Married,4,106536.57,56514.93,1,23681.89,0.222,450708.85,552173.59,12,15.16,49879.95,Auto_Loan,36,0,1,90,0.89,0,1,0,42,0,0.324,0.883,0,0,0,0,0.953,1,0,0.311,0.346
WF84945718,34,Salaried,18.2,11.2,Married,3,71733.66,36486.3,0,38547.56,0.537,399682.38,337083.13,24,22.4,17553.91,Auto_Loan,4,0,2,90,0.94,2,0,0,23,0,0.491,0.481,-30,0.23,0,0,0.721,0,0.4,0.69,0.267
ID82206669,43,Salaried,16,3.7,Single,3,137373.26,88428.88,0,50877.62,0.37,200269.23,176408.43,36,14.35,6059.25,Credit_Card,26,0,1,0,0.93,1,0,0,61,0,0.308,0.069,-30,0,0,0,0.408,0,0.037,0.155,0.098
CW08267447,56,Salaried,19.7,12.5,Single,1,167175.38,113574.68,0,32958.87,0.197,116994.82,702075.8,36,25.45,28081.78,Personal_Loan,4,30,1,90,0.87,0,0,0,12,10,0.457,0.247,0,0.6,0,52,0.972,1,0,0.616,0.255
IB45814632,25,Salaried,7.8,7.8,Married,4,199264.91,137050.71,0,21297.12,0.107,55285.72,905573.09,36,15.29,31520.75,Personal_Loan,8,0,2,60,0.93,0,0,0,3,0,0.263,0.23,-30,0.9,0,0,0.478,0,0,0.421,0.135
PW46487370,28,Self_Employed,4,3,Single,4,63509.03,30555.49,1,19530.05,0.308,119858.39,609783.81,24,12.47,28838.66,Credit_Card,55,0,1,60,0.72,0,0,1,5,0,0.231,0.944,-15,0.83,1,0,0.248,0,0,0.297,0.591
VK20827313,30,Self_Employed,18,14.8,Married,2,77054.89,43115.54,1,28747.33,0.373,351136.55,790592.24,24,14.32,38078.24,Personal_Loan,37,0,0,30,0.85,0,0,0,44,0,0.105,0.883,-15,0,0,0,0.734,0,0,0.423,0.291
NA22028728,60,Gig,8.2,13.5,Single,2,199160.49,120703.54,1,17149.2,0.086,425372.83,184070.97,24,13.22,8770.1,Credit_Card,46,30,0,90,0.71,0,0,0,46,10,0.321,0.073,0,0,0,29,0.457,0,0,0.164,0.169
LU48802662,45,Salaried,9.6,20.1,Married,2,65819.14,40318.93,0,18825.22,0.286,127888.03,861336.6,36,20.04,32027.91,Credit_Card,30,0,1,30,0.73,1,0,0,31,0,0.115,0.794,-30,0,0,0,0.527,0,0.032,0.531,0.267
VU24875959,30,Self_Employed,5.5,14.9,Single,3,154070.21,88245.14,1,13646.31,0.089,352677.34,300815.65,48,24.48,9887.14,Personal_Loan,71,0,1,30,0.69,1,0,1,45,0,0.147,0.112,-30,0,0.5,0,0.243,0,0.014,0.193,0.195
VV22663394,28,Salaried,1.8,18,Single,4,146474.32,73053.31,0,43188.4,0.295,160882.94,82811.88,36,21.75,3151.92,Auto_Loan,63,0,2,90,0.67,1,0,1,74,0,0.078,0.043,0,0,0.5,0,0.221,0,0.016,0.064,0.157
GZ31021526,54,Salaried,15.3,6,Married,4,196866.99,89507.6,0,6585.97,0.033,211919.77,281997.48,36,22.3,10813.43,Personal_Loan,57,0,2,90,0.66,3,1,1,47,0,0.056,0.121,-15,0,0.25,0,0.505,0,0.052,0.695,0.113
RS37543745,58,Salaried,16.6,16.8,Married,4,145216.28,100709.06,0,42636.31,0.294,132883.7,216583.49,48,11.62,5663.15,Personal_Loan,56,0,2,0,0.97,1,1,0,59,0,0.432,0.056,-15,0,0,0,0.808,0,0.018,0.191,0.125
ML31791692,40,Self_Employed,15.8,4.3,Married,0,127418.09,83482.33,1,19589.25,0.154,234803.68,972587.98,48,25.17,32340.51,Personal_Loan,40,0,1,30,0.95,0,0,1,40,0,0.078,0.387,-15,0,1,0,0.335,0,0,0.445,0.386
DQ38670146,35,Self_Employed,0.9,8.7,Single,3,118821.96,71172.01,1,57430.21,0.483,96629.99,327400.24,36,20.07,12179.05,Credit_Card,24,0,0,0,0.9,1,0,0,56,0,0.312,0.171,-15,0,0,0,0.583,0,0.04,0.277,0.129
FY03665007,30,Salaried,6.9,19.5,Married,3,62529.64,41503.11,0,50373.4,0.806,44150.07,381304.22,12,13.01,34058.84,Auto_Loan,34,0,0,90,0.96,1,0,0,61,0,0.502,0.821,-30,0,0,0,0.263,0,0.029,0.3,0.372
LP45711478,44,Self_Employed,17.7,15.1,Single,4,140609.79,67554.12,1,6554.32,0.047,237194.98,994921.8,12,23.64,93906.16,Personal_Loan,69,0,2,30,0.87,2,0,1,3,0,0.085,1.39,-15,0.9,0.333,0,0.374,0,0.029,0.745,0.522
YZ93963796,42,Salaried,16.4,16.8,Married,4,168318.51,88444.91,0,38512.21,0.229,447525.36,387536.3,60,17.94,9828.23,Personal_Loan,49,0,2,30,0.66,0,0,1,44,0,0.384,0.111,-30,0,1,0,0.399,0,0,0.261,0.379
KI06964805,57,Self_Employed,4.9,22.9,Married,2,140670.85,79906.34,1,38223.81,0.272,377680.16,831613.65,48,10.4,21251.98,Auto_Loan,7,0,1,90,0.65,0,0,0,8,0,0.144,0.266,-15,0.73,0,0,0.649,0,0,0.465,0.116
GK66562561,54,Self_Employed,9.1,23.4,Married,4,184554.88,124686.73,1,34915.3,0.189,51624.82,897575.49,60,22.43,25010,Credit_Card,46,0,0,60,0.76,1,0,0,66,0,0.117,0.201,0,0,0,0,0.976,1,0.021,0.737,0.09
XR56856633,60,Salaried,13.9,20.8,Single,4,96676.89,47247.71,0,39399.29,0.408,421302.91,212542.37,60,21.69,5832.79,Auto_Loan,16,0,2,0,0.74,0,0,1,18,0,0.198,0.123,0,0.4,1,0,0.873,1,0,0.143,0.336
YL02317232,43,Salaried,14.7,2,Married,2,54592.44,36918.56,0,32173.28,0.589,282146.46,337981.07,36,23.39,13151.95,Auto_Loan,64,0,0,30,0.7,0,0,0,22,0,0.391,0.356,-30,0.27,0,0,0.937,1,0,0.269,0.205
WR94011196,29,Self_Employed,16.1,13.6,Single,4,193553.73,129426.73,1,58533.85,0.302,368842.72,496926.57,24,12.29,23459.41,Auto_Loan,47,0,0,0,0.82,1,0,0,18,0,0.402,0.181,-30,0.4,0,0,0.307,0,0.021,0.379,0.155
FQ99031016,52,Salaried,2,1.2,Single,2,94674.35,57036.76,0,32302.63,0.341,306214.82,94333.52,48,18.27,2784.37,Credit_Card,46,0,1,90,0.72,1,0,0,37,0,0.497,0.049,-30,0,0,0,0.721,0,0.021,0.102,0.139
QY92601405,48,Gig,12.8,24,Married,4,163696.96,74589.97,1,57197.54,0.349,342133.33,309736.92,60,10.73,6692.8,Personal_Loan,63,0,1,30,0.66,0,0,0,47,0,0.505,0.09,-15,0,0,0,0.361,0,0,0.221,0.153
VF07192925,26,Salaried,7.5,6.7,Married,4,108814.7,49907.82,0,3828.56,0.035,100816.22,614395.65,12,11.38,54410.27,Auto_Loan,61,0,2,30,0.92,0,0,1,42,0,0.287,1.09,0,0,1,0,0.946,1,0,0.35,0.649
FP75656133,55,Self_Employed,3.4,10.1,Single,4,80972.62,45807.02,1,34833.71,0.43,179513.66,354864.63,12,22.64,33322.74,Personal_Loan,36,0,2,30,0.92,0,0,0,52,0,0.138,0.727,-30,0,0,0,0.853,1,0,0.322,0.253
WQ33572680,33,Salaried,0.7,2.1,Single,2,191472.46,106958.93,0,30573.58,0.16,107525.89,778325.96,24,24.6,41384.4,Personal_Loan,30,0,3,60,0.69,3,0,0,43,0,0.284,0.387,-15,0,0,0,0.512,0,0.097,0.55,0.187
VJ57802323,50,Self_Employed,16.6,6.3,Married,2,117080.59,73687.09,1,22067.29,0.188,322051.9,252568.99,60,15.15,6028.5,Credit_Card,25,0,3,30,0.69,0,1,1,21,0,0.414,0.082,-30,0.3,1,0,0.24,0,0,0.516,0.378
DU53683589,56,Gig,2.9,13.5,Married,1,131553.78,89120.23,1,36614.97,0.278,219594.11,123366.71,60,25.98,3692.2,Credit_Card,18,0,5,30,0.77,0,0,0,67,0,0.547,0.041,0,0,0,0,0.837,0,0,0.104,0.149
KK44998335,52,Self_Employed,5.5,13.6,Single,4,199122.74,107044.57,1,42093.69,0.211,417966.33,75897.83,24,23.96,4011.29,Credit_Card,27,15,1,60,0.78,1,0,1,59,5,0.149,0.037,0,0,0.5,18,0.523,0,0.036,0.231,0.207
KA72752066,61,Self_Employed,17.9,21.4,Single,1,68321.1,31183.85,1,14250.05,0.209,400140.21,900365.13,48,14.07,24635.43,Auto_Loan,26,0,3,0,0.85,0,1,0,52,0,0.305,0.79,-30,0,0,0,0.567,0,0,0.42,0.313
UP20660092,49,Self_Employed,0.8,17.3,Married,3,138985.18,92965.87,1,44991.77,0.324,41885.67,845716.96,24,11.12,39464.17,Auto_Loan,29,0,2,30,1,0,0,1,39,0,0.541,0.425,-15,0,1,0,0.96,1,0,0.498,0.513
HX53484377,24,Salaried,13.2,8.8,Single,2,105784.45,67726.14,0,51867.22,0.49,200943.19,423461.38,36,24.29,16678.15,Auto_Loan,14,0,1,90,0.84,0,0,1,18,0,0.43,0.246,-30,0.4,1,0,0.717,0,0,0.428,0.431
WV18876455,44,Salaried,19.6,16.6,Married,4,63953.07,40620.27,0,43847.88,0.686,328261.44,950389.67,24,10.03,43868.82,Credit_Card,54,0,0,90,0.69,1,0,0,45,0,0.462,1.08,-30,0,0,0,0.585,0,0.018,0.464,0.44
GG53778235,46,Gig,0.9,20.9,Married,3,27365.72,14100.13,1,28729.98,1.05,118895.18,98732.15,36,18.25,3581.8,Personal_Loan,12,0,1,90,0.7,0,0,0,42,0,0.442,0.254,-30,0,0,0,0.218,0,0,0.135,0.187
BA64027113,31,Salaried,15,20.1,Married,0,182421.85,103560.09,0,24441.42,0.134,468240.38,705980.78,36,12.59,23648.1,Auto_Loan,5,0,5,30,0.76,3,0,0,12,0,0.365,0.228,-30,0.6,0,0,0.49,0,0.5,0.513,0.16
HT26942503,32,Salaried,3,2.5,Married,4,194356.5,105033.04,0,10070.89,0.052,208021.71,178378.11,24,12.12,8406.88,Credit_Card,11,0,2,60,0.76,2,0,1,10,0,0.112,0.08,-15,0.67,0.333,0,0.84,0,0.167,0.168,0.135
WU71025315,58,Self_Employed,18.2,16.2,Married,4,25405.56,16888.41,1,9586.08,0.377,190592.49,421735.28,24,20.79,21627.67,Credit_Card,29,0,1,60,0.94,1,1,0,52,0,0.236,1.281,0,0,0,0,0.332,0,0.033,0.263,0.443
OW19244182,53,Self_Employed,9.4,12.4,Married,4,125532.3,80744.68,1,18046.32,0.144,181422.94,638057.15,24,17,31546.99,Credit_Card,62,15,4,60,0.86,0,1,0,50,5,0.165,0.391,-15,0,0,36,0.916,1,0,0.803,0.192
ZK12238594,32,Gig,0.9,12.4,Married,3,29937.1,13996.14,1,6344.94,0.212,372853.57,635953.61,12,20.25,58987.37,Credit_Card,38,0,1,90,0.93,3,0,2,17,0,0.492,4.215,0,0.43,0.5,0,0.879,1,0.077,0.621,1.512
BH45981456,46,Salaried,2.7,23.5,Married,0,151830.38,75739.33,0,32891.17,0.217,371569.94,151542.32,12,14.94,13673.66,Auto_Loan,41,0,2,0,0.71,0,0,0,6,0,0.364,0.181,-30,0.8,0,0,0.402,0,0,0.094,0.145
PT37203204,56,Gig,2.9,5,Single,4,95324.84,59170.67,1,51800.94,0.543,23454.63,793849.03,36,18.44,28875.07,Auto_Loan,41,0,0,90,0.96,0,0,1,0,0,0.459,0.488,-15,1,1,0,0.257,0,0,0.347,0.511
DV81253153,53,Salaried,1.4,18.3,Single,1,117539.22,54271.6,0,55719.09,0.474,483797.69,781813.19,60,23.13,22098.11,Credit_Card,68,0,0,0,0.78,2,0,2,10,0,0.526,0.407,0,0.67,0.667,0,0.325,0,0.029,0.523,0.42
VJ55440200,57,Salaried,9.6,11.7,Single,3,32919.06,15904.03,0,32931,1,51610.85,174924.85,36,20.76,6568.77,Personal_Loan,7,0,3,60,0.9,1,0,1,43,0,0.379,0.413,-30,0,0.5,0,0.831,0,0.125,0.147,0.344
QS90831288,45,Salaried,8.2,16.4,Single,3,75150.62,51581.85,0,34732.88,0.462,135113.81,496118.57,36,22.57,19093.6,Personal_Loan,23,0,1,0,0.71,1,0,0,4,0,0.064,0.37,0,0.87,0,0,0.62,0,0.042,0.448,0.127
SN69395417,26,Salaried,15.1,0.6,Married,2,193816.09,119957.02,0,33864.52,0.175,93945.14,559631.63,60,10.19,11942.9,Credit_Card,36,30,1,60,0.89,1,0,0,0,10,0.419,0.1,0,1,0,52,0.657,0,0.027,0.312,0.201
LH36705627,31,Salaried,16.6,17.4,Single,3,189229.97,97906.71,0,11401.05,0.06,369215.06,322113.37,36,22.79,12433.69,Credit_Card,45,0,1,0,0.84,0,0,0,15,0,0.092,0.127,-30,0.5,0,0,0.407,0,0,0.262,0.061
GE74173773,31,Self_Employed,12.7,24.4,Single,3,111410.57,51265.57,1,54552.29,0.49,397766.32,427823.02,36,11.6,14128.25,Personal_Loan,19,30,1,90,0.83,0,0,1,70,10,0.379,0.276,0,0,1,42,0.49,0,0,0.345,0.494
MF30907791,28,Self_Employed,6.1,9.9,Single,4,197271.56,128345.1,1,39363.62,0.2,74063,912051.76,60,23.1,25763.6,Credit_Card,63,0,1,0,0.96,1,0,0,12,0,0.258,0.201,-30,0.6,0,0,0.931,1,0.016,0.451,0.125
RC88346758,56,Salaried,10.8,1.7,Single,4,195717.15,124384.03,0,17573.82,0.09,70954.42,967265.2,24,21.49,49936.66,Personal_Loan,58,0,0,60,0.7,0,0,0,23,0,0.36,0.401,-15,0.23,0,0,0.627,0,0,0.598,0.21
